compound,work,book,line_num
ἰοχέαιρα,Iliad,21,480
ἰοχέαιρα,Iliad,24,606
ἱππιοχαίτης,Iliad,6,469
ἱππιοχάρμη,Iliad,24,257
ἱπποδασύς,Iliad,3,369
ἱπποδασύς,Iliad,4,459
ἱπποδασύς,Iliad,6,9
ἱπποδασύς,Iliad,13,614
ἱπποδασύς,Iliad,13,714
ἱπποδασύς,Iliad,15,535
ἱππόδασυς,Iliad,17,295
ἱπποκέλευθος,Iliad,16,126
ἱπποκέλευθος,Iliad,16,584
ἱπποκέλευθος,Iliad,16,839
ἱππόκομος,Iliad,12,339
ἱππόκομος,Iliad,13,132
ἱππόκομος,Iliad,16,216
ἱππόκομος,Iliad,16,338
ἱππόκομος,Iliad,16,797
ἱπποκορυστής,Iliad,10,432
Ἱππόνοος,Iliad,11,303
ἵππουρις,Iliad,3,337
ἵππουρις,Iliad,6,495
ἵππουρις,Iliad,15,481
ἵππουρις,Iliad,19,382
Ἴσανδρος,Iliad,6,203
Ἴσανδρός,Iliad,6,197
ἰσόθεος,Iliad,2,565
ἰσόθεος,Iliad,3,310
ἰσόθεος,Iliad,4,212
ἰσόθεος,Iliad,7,136
ἰσόθεος,Iliad,9,211
ἰσόθεος,Iliad,11,428
ἰσόθεος,Iliad,11,472
ἰσόθεος,Iliad,11,644
ἰσόθεος,Iliad,15,559
ἰσόθεος,Iliad,16,632
ἰσόθεος,Iliad,23,569
ἰσόθεος,Iliad,23,677
ἰσόπεδος,Iliad,13,142
Ἰφιάνασσα,Iliad,9,145
Ἰφιάνασσα,Iliad,9,287
Ἰφικλῆς (*),Iliad,13,698
Ἰφίνοος,Iliad,7,14
κακομήχανος,Iliad,6,344
κακομήχανος,Iliad,9,257
κακότεχνος,Iliad,15,14
Καλλιάνασσα,Iliad,18,46
Καλλιάνειρα,Iliad,18,44
καλλιγύναιξ,Iliad,2,683
καλλιγύναιξ,Iliad,3,75
καλλιγύναιξ,Iliad,3,258
καλλιγύναιξ,Iliad,9,447
καλλίζωνη,Iliad,24,698
καλλίζωνος,Iliad,7,139
καλλίθριξ,Iliad,5,323
καλλίθριξ,Iliad,8,348
καλλίθριξ,Iliad,8,433
καλλίθριξ,Iliad,8,503
καλλίθριξ,Iliad,10,491
καλλίθριξ,Iliad,11,280
καλλίθριξ,Iliad,11,531
καλλίθριξ,Iliad,13,819
καλλίθριξ,Iliad,17,504
καλλίθριξ,Iliad,17,624
καλλίθριξ,Iliad,18,223
καλλίθριξ,Iliad,23,525
καλλίθριξ,Iliad,23,530
Καλλικολώνη,Iliad,20,53
Καλλικολώνη,Iliad,20,151
καλλίκομος,Iliad,9,449
καλλίπαις,Iliad,6,223
καλλιπάρῃος,Iliad,1,143
καλλιπάρῃος,Iliad,1,184
καλλιπάρῃος,Iliad,1,310
καλλιπάρῃος,Iliad,1,323
καλλιπάρῃος,Iliad,1,346
καλλιπάρῃος,Iliad,1,369
καλλιπάρῃος,Iliad,6,298
καλλιπάρῃος,Iliad,6,302
καλλιπάρῃος,Iliad,9,665
καλλιπάρῃος,Iliad,11,224
καλλιπάρῃος,Iliad,15,87
καλλιπάρῃος,Iliad,19,246
καλλιπάρῃος,Iliad,24,607
καλλιπάρῃος,Iliad,24,676
καλλιπλόκαμος,Iliad,18,408
καλλιπλόκαμος,Iliad,20,207
καλλιπλόκαμος ,Iliad,14,326
καλλιπλοκάμῳ,Iliad,18,592
καλλίσφυρος,Iliad,9,557
καλλίσφυρος,Iliad,9,560
καλλίσφυρος,Iliad,14,319
καρτερόθυμος,Iliad,5,277
καρτερόθυμος,Iliad,13,350
καρτερόθυμος,Iliad,14,512
καρχαροδών,Iliad,13,198
καρχαρόδων,Iliad,10,360
κασιγνήτος,Iliad,3,333
κασίγνητος,Iliad,6,102
Κασσάνδρα,Iliad,13,366
καταθύμιος,Iliad,10,383
καταθύμιος,Iliad,17,201
κατακαίριος,Iliad,11,439
καταχθόνιος,Iliad,9,457
κατωμάδιος,Iliad,23,431
κατωμαδόν,Iliad,15,352
κεκρύφαλος,Iliad,22,469
κελαινεφής,Iliad,1,397
κελαινεφής,Iliad,2,412
κελαινεφής,Iliad,4,140
κελαινεφής,Iliad,5,798
κελαινεφής,Iliad,6,267
κελαινεφής,Iliad,11,78
κελαινεφής,Iliad,14,437
κελαινεφής,Iliad,15,46
κελαινεφής,Iliad,16,667
κελαινεφής,Iliad,22,178
κελαινεφής,Iliad,21,167
κελαινεφής,Iliad,21,520
κελαινεφής,Iliad,24,290
κενεαυχής,Iliad,8,230
κερδαλεόφρων,Iliad,1,149
κερδαλεόφρων,Iliad,4,339
Κλεοπάτρα,Iliad,9,556
κλυτόπωλος,Iliad,5,654
κλυτόπωλος,Iliad,11,445
κλυτόπωλος,Iliad,16,615
κλυτοτέχνη,Iliad,18,143
κλυτοτέχνης,Iliad,1,571
κλυτοτέχνης,Iliad,18,391
κλυτότοξος,Iliad,4,101
κλυτότοξος,Iliad,4,119
κλυτότοξος,Iliad,15,55
κονίσαλος,Iliad,3,13
κονίσαλος,Iliad,22,401
κορυθαίολος,Iliad,2,816
κορυθαίολος,Iliad,3,83
κορυθαίολος,Iliad,3,324
κορυθαίολος,Iliad,5,680
κορυθαίολος,Iliad,5,689
κορυθαίολος,Iliad,6,116
κορυθαίολος,Iliad,6,263
κορυθαίολος,Iliad,6,342
κορυθαίολος,Iliad,6,359
κορυθαίολος,Iliad,6,369
κορυθαίολος,Iliad,6,440
κορυθαίολος,Iliad,6,520
κορυθαίολος,Iliad,7,158
κορυθαίολος,Iliad,7,233
κορυθαίολος,Iliad,7,263
κορυθαίολος,Iliad,7,287
κορυθαίολος,Iliad,8,160
κορυθαίολος,Iliad,8,324
κορυθαίολος,Iliad,8,377
κορυθαίολος,Iliad,11,315
κορυθαίολος,Iliad,12,230
κορυθαίολος,Iliad,15,246
κορυθαίολος,Iliad,15,504
κορυθαίολος,Iliad,19,134
κορυθαίολος,Iliad,17,96
κορυθαίολος,Iliad,17,122
κορυθαίολος,Iliad,17,169
κορυθαίολος,Iliad,17,188
κορυθαίολος,Iliad,17,693
κορυθαίολος,Iliad,18,21
κορυθαίολος,Iliad,18,131
κορυθαίολος,Iliad,18,284
κορυθαίολος,Iliad,20,38
κορυθαίολος,Iliad,20,430
κορυθαίολος,Iliad,22,232
κορυθαίολος,Iliad,22,249
κορυθαίολος,Iliad,22,336
κορυθαίολος,Iliad,22,355
κορυθαίολος,Iliad,22,471
κραταιγύαλος,Iliad,19,361
κρατερόφρων,Iliad,10,184
κρατερόφρων,Iliad,14,324
κρατερῶνυξ,Iliad,5,329
κρατερῶνυξ,Iliad,16,724
κρατερῶνυξ,Iliad,16,732
κρατερῶνυξ,Iliad,24,277
κροκόπεπλος,Iliad,8,1
κροκόπεπλος,Iliad,19,1
κροκόπεπλος,Iliad,23,227
κροκόπεπλος,Iliad,24,695
κυανόπεζα,Iliad,11,629
κυανόπρῳρος,Iliad,15,693
κυανόπρῳρος,Iliad,23,852
κυανόπρῳρος,Iliad,23,878
κυανοχαίης,Iliad,20,224
κυανοχαίτης,Iliad,13,563
κυανοχαίτης,Iliad,14,390
κυανοχαίτης,Iliad,15,174
κυανοχαίτης,Iliad,15,201
κυανοχαίτης,Iliad,20,144
κυδιάνειρα,Iliad,1,490
κυδιάνειρα,Iliad,4,225
κυδιάνειρα,Iliad,6,124
κυδιάνειρα,Iliad,7,113
κυδιάνειρα,Iliad,8,448
κυδιάνειρα,Iliad,12,325
κυδιάνειρα,Iliad,13,270
κυδιάνειρα,Iliad,14,155
κυδιάνειρα,Iliad,24,391
κυλλοποδίων,Iliad,18,371
κυλλοποδίων,Iliad,20,270
κυλλοποδίων,Iliad,21,331
κυνάμυια,Iliad,21,421
κυνῶπις,Iliad,18,396
κύνωψ,Iliad,1,159
κύνωψ,Iliad,3,180
Λαέρκης,Iliad,16,197
Λαέρκης,Iliad,17,467
Λαοδίκη,Iliad,6,252
Λαοδίκη,Iliad,9,145
Λαοδίκη,Iliad,9,287
λεύκασπις,Iliad,22,294
λευκώλενος,Iliad,1,55
λευκώλενος,Iliad,1,195
λευκώλενος,Iliad,1,208
λευκώλενος,Iliad,1,572
λευκώλενος,Iliad,1,595
λευκώλενος,Iliad,3,121
λευκώλενος,Iliad,5,711
λευκώλενος,Iliad,5,755
λευκώλενος,Iliad,5,767
λευκώλενος,Iliad,5,775
λευκώλενος,Iliad,5,784
λευκώλενος,Iliad,6,371
λευκώλενος,Iliad,6,377
λευκώλενος,Iliad,8,350
λευκώλενος,Iliad,8,381
λευκώλενος,Iliad,8,484
λευκώλενος,Iliad,14,277
λευκώλενος,Iliad,15,78
λευκώλενος,Iliad,15,92
λευκώλενος,Iliad,15,130
λευκώλενος,Iliad,19,407
λευκώλενος,Iliad,20,112
λευκώλενος,Iliad,21,377
λευκώλενος,Iliad,21,418
λευκώλενος,Iliad,21,434
λευκώλενος,Iliad,21,512
λευκώλενος,Iliad,24,55
λευκώλενος,Iliad,24,723
λιγύφωνος,Iliad,19,350
Λιμνώρεια,Iliad,18,41
λινοθώρηξ,Iliad,2,529
λινοθώρηξ,Iliad,2,830
λιπαροκρήδεμνος,Iliad,18,382
λιπαροπλόκαμος,Iliad,19,126
Λυκόφρων,Iliad,15,430
μεγάθυμος,Iliad,1,123
μεγάθυμος,Iliad,1,135
μεγάθυμος,Iliad,2,53
μεγάθυμος,Iliad,2,518
μεγάθυμος,Iliad,2,541
μεγάθυμος,Iliad,2,631
μεγάθυμος,Iliad,2,706
μεγάθυμος,Iliad,4,464
μεγάθυμος,Iliad,4,467
μεγάθυμος,Iliad,4,479
μεγάθυμος,Iliad,5,25
μεγάθυμος,Iliad,5,27
μεγάθυμος,Iliad,5,102
μεγάθυμος,Iliad,5,235
μεγάθυμος,Iliad,5,335
μεγάθυμος,Iliad,5,534
μεγάθυμος,Iliad,5,547
μεγάθυμος,Iliad,5,565
μεγάθυμος,Iliad,5,577
μεγάθυμος,Iliad,6,145
μεγάθυμος,Iliad,8,155
μεγάθυμος,Iliad,9,549
μεγάθυμος,Iliad,10,205
μεγάθυμος,Iliad,10,509
μεγάθυμος,Iliad,11,294
μεγάθυμος,Iliad,11,459
μεγάθυμος,Iliad,11,732
μεγάθυμος,Iliad,11,744
μεγάθυμος,Iliad,12,374
μεγάθυμος,Iliad,12,379
μεγάθυμος,Iliad,13,400
μεγάθυμος,Iliad,13,456
μεγάθυμος,Iliad,13,598
μεγάθυμος,Iliad,13,699
μεγάθυμος,Iliad,13,737
μεγάθυμος,Iliad,14,454
μεγάθυμος,Iliad,15,331
μεγάθυμος,Iliad,15,440
μεγάθυμος,Iliad,15,519
μεγάθυμος,Iliad,16,286
μεγάθυμος,Iliad,16,488
μεγάθυμος,Iliad,16,571
μεγάθυμος,Iliad,16,594
μεγάθυμος,Iliad,16,818
μεγάθυμος,Iliad,19,75
μεγάθυμος,Iliad,17,214
μεγάθυμος,Iliad,17,302
μεγάθυμος,Iliad,17,306
μεγάθυμος,Iliad,17,420
μεγάθυμος,Iliad,17,602
μεγάθυμος,Iliad,17,653
μεγάθυμος,Iliad,18,226
μεγάθυμος,Iliad,18,335
μεγάθυμος,Iliad,20,498
μεγάθυμος,Iliad,23,168
μεγάθυμος,Iliad,23,175
μεγάθυμος,Iliad,23,181
μεγάθυμος,Iliad,23,541
μεγάθυμος,Iliad,23,596
μεγάθυμος,Iliad,23,633
μεγάθυμος,Iliad,23,694
μεγακήτης,Iliad,8,222
μεγακήτης,Iliad,11,5
μεγακήτης,Iliad,11,600
μεγακήτης,Iliad,21,22
μεγαλήτωρ,Iliad,2,547
μεγαλήτωρ,Iliad,2,641
μεγαλήτωρ,Iliad,5,468
μεγαλήτωρ,Iliad,5,674
μεγαλήτωρ,Iliad,5,785
μεγαλήτωρ,Iliad,6,283
μεγαλήτωρ,Iliad,6,395
μεγαλήτωρ,Iliad,8,187
μεγαλήτωρ,Iliad,8,523
μεγαλήτωρ,Iliad,9,109
μεγαλήτωρ,Iliad,9,255
μεγαλήτωρ,Iliad,9,629
μεγαλήτωρ,Iliad,9,675
μεγαλήτωρ,Iliad,11,403
μεγαλήτωρ,Iliad,11,626
μεγαλήτωρ,Iliad,13,189
μεγαλήτωρ,Iliad,13,302
μεγαλήτωρ,Iliad,13,656
μεγαλήτωρ,Iliad,13,712
μεγαλήτωρ,Iliad,15,674
μεγαλήτωρ,Iliad,16,257
μεγαλήτωρ,Iliad,19,278
μεγαλήτωρ,Iliad,17,90
μεγαλήτωρ,Iliad,17,166
μεγαλήτωρ,Iliad,17,399
μεγαλήτωρ,Iliad,17,626
μεγαλήτωρ,Iliad,18,5
μεγαλήτωρ,Iliad,20,175
μεγαλήτωρ,Iliad,20,208
μεγαλήτωρ,Iliad,20,263
μεγαλήτωρ,Iliad,20,293
μεγαλήτωρ,Iliad,20,323
μεγαλήτωρ,Iliad,20,343
μεγαλήτωρ,Iliad,22,98
μεγαλήτωρ,Iliad,21,53
μεγαλήτωρ,Iliad,21,55
μεγαλήτωρ,Iliad,21,552
μεγαλήτωρ,Iliad,24,117
μεγαλήτωρ,Iliad,24,145
Μελάνιππος,Iliad,8,276
Μελάνιππος,Iliad,15,547
Μελάνιππος,Iliad,15,553
Μελάνιππος,Iliad,15,576
Μελάνιππος,Iliad,15,582
Μελάνιππος,Iliad,16,695
Μελάνιππος,Iliad,19,240
μελανόχρως,Iliad,13,589
μελάνυδρος,Iliad,9,14
μελάνυδρος,Iliad,16,3
μελάνυδρος,Iliad,16,160
μελάνυδρος,Iliad,21,257
μελιηδής,Iliad,4,346
μελιηδής,Iliad,6,258
μελιηδής,Iliad,10,495
μελιηδής,Iliad,10,569
μελιηδής,Iliad,10,579
μελιηδής,Iliad,12,320
μελιηδής,Iliad,17,17
μελιηδής,Iliad,18,545
μελιηδής,Iliad,18,568
μελίφρων,Iliad,2,34
μελίφρων,Iliad,6,264
μελίφρων,Iliad,8,188
μελίφρων,Iliad,8,506
μελίφρων,Iliad,8,546
μελίφρων,Iliad,24,284
μέροψ,Iliad,3,402
μέροψ,Iliad,11,28
Μέροψ,Iliad,11,329
μέροψ,Iliad,18,490
μέροψ,Iliad,20,217
μέρωψ,Iliad,9,340
μεσαιπόλιος,Iliad,13,361
μέσσαυλος,Iliad,24,29
μετάγγελος,Iliad,15,144
μετάγγελος,Iliad,23,199
μεταμάζιος,Iliad,5,19
μετάφρενον,Iliad,2,265
μετάφρενον,Iliad,2,267
μετάφρενον,Iliad,5,40
μετάφρενον,Iliad,5,56
μετάφρενον,Iliad,8,95
μετάφρενον,Iliad,8,258
μετάφρενον,Iliad,10,29
μετάφρενον,Iliad,11,447
μετάφρενον,Iliad,12,428
μετάφρενον,Iliad,16,806
μετάφρενον,Iliad,17,502
μετάφρενον,Iliad,20,402
μετάφρενον,Iliad,20,488
μετάφρενον,Iliad,22,283
μετάφρενον,Iliad,23,380
μέτωπον,Iliad,11,95
μέτωπον,Iliad,13,615
μέτωπον,Iliad,15,102
μέτωπον,Iliad,16,70
μέτωπον,Iliad,16,798
μέτωπον (*),Iliad,16,739
μέτωψ,Iliad,4,460
μέτωψ,Iliad,6,10
μητροπάτωρ,Iliad,11,224
μιλτοπάρῃος,Iliad,2,637
μιτροχίτων (*),Iliad,16,419
μυλοειδής,Iliad,7,270
μῶνυξ,Iliad,5,321
μῶνυξ,Iliad,5,581
μῶνυξ,Iliad,5,829
μῶνυξ,Iliad,5,841
μῶνυξ,Iliad,8,139
μῶνυξ,Iliad,8,157
μῶνυξ,Iliad,8,374
μῶνυξ,Iliad,8,432
μῶνυξ,Iliad,9,127
μῶνυξ,Iliad,5,236
μῶνυξ,Iliad,10,392
μῶνυξ,Iliad,10,498
μῶνυξ,Iliad,10,537
μῶνυξ,Iliad,10,564
μῶνυξ,Iliad,11,289
μῶνυξ,Iliad,11,708
μῶνυξ,Iliad,11,738
μῶνυξ,Iliad,16,375
μῶνυξ,Iliad,16,712
μῶνυξ,Iliad,17,699
μῶνυξ,Iliad,20,498
μῶνυξ,Iliad,22,161
μῶνυξ,Iliad,21,132
μῶνυξ,Iliad,21,521
μῶνυξ,Iliad,23,7
μῶνυξ,Iliad,23,279
μῶνυξ,Iliad,23,398
μῶνυξ,Iliad,23,423
μῶνυξ,Iliad,23,435
μῶνυξ,Iliad,23,534
μῶνυξ,Iliad,23,536
μῶνυξ,Iliad,23,550
Νεοπτόλεμος,Iliad,19,327
νηκερδής,Iliad,17,469
νηλεής,Iliad,11,588
νήνεμος,Iliad,8,556
νήνεμος (*),Iliad,5,523
νώνυμνος,Iliad,12,70
νώνυμνος,Iliad,13,227
νώνυμνος,Iliad,14,70
Νώροψ,Iliad,7,206
νῶροψ,Iliad,11,16
ὀβριμοπάτρη,Iliad,5,747
ὀβριμοπάτρη,Iliad,8,391
Ὀθρυονεύς,Iliad,13,363
Ὀθρυονεύς,Iliad,13,374
Ὀθρυονεύς,Iliad,13,772
οἰνοβαρής,Iliad,1,225
οἰνόπεδον,Iliad,9,579
οἴνοψ,Iliad,7,88
οἶνοψ,Iliad,2,603
ὀκτάκνημος,Iliad,5,723
ὀλβιόδαιμος,Iliad,3,182
ὀλοόφρων,Iliad,2,723
ὀλοόφρων,Iliad,15,630
ὀλοόφρων,Iliad,17,21
ὁμῆλιξ,Iliad,9,54
ὁμῆλιξ (*),Iliad,5,326
ὁμογάστριος,Iliad,21,95
ὁμογάστριος,Iliad,24,47
ὁμότιμος,Iliad,15,186
ὁμόφρων,Iliad,22,263
ὁμώνυμος,Iliad,17,720
ὀξυβελής,Iliad,4,126
ὄπατρος,Iliad,11,257
ὄπατρος,Iliad,12,371
Ὀρέσβιος,Iliad,5,707
ὀρθόκραιρος,Iliad,8,231
ὀρθόκραιρος,Iliad,19,344
ὀρθόκραιρος,Iliad,18,3
ὀρθόκραιρος,Iliad,18,573
οὐδενόσωρα,Iliad,8,178
παγχάλκης,Iliad,20,102
παγχρύσεος,Iliad,2,448
παλίωξις,Iliad,12,71
παλίωξις,Iliad,15,69
παλίωξις,Iliad,15,601
πάμπαν,Iliad,19,334
πάμπαν,Iliad,19,342
πάμπαν,Iliad,20,108
πάμπαν,Iliad,20,376
παμποίκιλος,Iliad,6,189
πάμπρωτος,Iliad,7,324
πάμπρωτος,Iliad,9,93
πάναγρος,Iliad,5,487
πάναιθος,Iliad,14,372
παναίολος,Iliad,4,186
παναίολος,Iliad,4,215
παναίολος,Iliad,10,77
παναίολος,Iliad,11,236
παναίολος,Iliad,11,374
παναίολος,Iliad,13,512
πανάποτμος,Iliad,24,255
πανάποτμος,Iliad,24,493
παναφῆλιξ,Iliad,22,490
Παναχαιοί,Iliad,7,73
Παναχαιοί,Iliad,7,159
Παναχαιοί,Iliad,7,327
Παναχαιοί,Iliad,7,385
Παναχαιοί,Iliad,9,301
Παναχαιοί,Iliad,10,1
Παναχαιοί,Iliad,19,193
Παναχαιοί,Iliad,23,236
παναώριος,Iliad,24,540
Πανέλληνες,Iliad,2,530
πανημέριος,Iliad,1,472
πανημέριος,Iliad,2,385
πανημέριος,Iliad,11,279
πανημέριος,Iliad,19,168
πανημέριος,Iliad,17,180
πανημέριος,Iliad,17,384
πανημέριος,Iliad,18,209
παννύχιος,Iliad,2,2
παννύχιος,Iliad,2,24
παννύχιος,Iliad,2,61
παννύχιος,Iliad,7,476
παννύχιος,Iliad,7,478
παννύχιος,Iliad,8,508
παννύχιος,Iliad,8,554
παννύχιος,Iliad,10,2
παννύχιος,Iliad,18,315
παννύχιος,Iliad,18,354
παννύχιος,Iliad,23,105
παννύχιος,Iliad,23,217
παννύχιος,Iliad,24,678
πάννυχος,Iliad,10,159
πάννυχος,Iliad,11,551
πάννυχος,Iliad,17,660
πάννυχος,Iliad,23,218
πανομφαῖος,Iliad,8,250
Πανοπεύς,Iliad,17,307
Πανοπεύς,Iliad,23,665
πανόψιος,Iliad,21,397
παραίσιος,Iliad,4,381
παράκοιτος,Iliad,8,156
παράκοιτος,Iliad,14,346
παράκοιτος (*),Iliad,6,430
παράκοιτος (*),Iliad,3,53
παράκοιτος (*),Iliad,4,60
παράκοιτος (*),Iliad,9,590
παράκοιτος (*),Iliad,18,184
παράκοιτος (*),Iliad,18,365
παράκοιτος (*),Iliad,21,479
παράκοιτος (*),Iliad,24,60
πατροκασίγνητος,Iliad,21,469
Πατροκλῆς (*),Iliad,11,823
Πατροκλῆς (*),Iliad,1,337
Πατροκλῆς (*),Iliad,9,190
Πατροκλῆς (*),Iliad,9,195
Πατροκλῆς (*),Iliad,9,201
Πατροκλῆς (*),Iliad,9,205
Πατροκλῆς (*),Iliad,9,216
Πατροκλῆς (*),Iliad,9,220
Πατροκλῆς (*),Iliad,9,620
Πατροκλῆς (*),Iliad,9,658
Πατροκλῆς (*),Iliad,9,666
Πατροκλῆς (*),Iliad,11,602
Πατροκλῆς (*),Iliad,11,611
Πατροκλῆς (*),Iliad,11,616
Πατροκλῆς (*),Iliad,11,647
Πατροκλῆς (*),Iliad,11,807
Πατροκλῆς (*),Iliad,15,65
Πατροκλῆς (*),Iliad,15,390
Πατροκλῆς (*),Iliad,16,2
Πατροκλῆς (*),Iliad,16,7
Πατροκλῆς (*),Iliad,16,11
Πατροκλῆς (*),Iliad,16,20
Πατροκλῆς (*),Iliad,16,49
Πατροκλῆς (*),Iliad,16,80
Πατροκλῆς (*),Iliad,16,125
Πατροκλῆς (*),Iliad,16,126
Πατροκλῆς (*),Iliad,16,130
Πατροκλῆς (*),Iliad,16,219
Πατροκλῆς (*),Iliad,16,257
Πατροκλῆς (*),Iliad,16,268
Πατροκλῆς (*),Iliad,16,284
Πατροκλῆς (*),Iliad,16,291
Πατροκλῆς (*),Iliad,16,372
Πατροκλῆς (*),Iliad,16,377
Πατροκλῆς (*),Iliad,16,394
Πατροκλῆς (*),Iliad,16,420
Πατροκλῆς (*),Iliad,16,427
Πατροκλῆς (*),Iliad,16,434
Πατροκλῆς (*),Iliad,16,452
Πατροκλῆς (*),Iliad,16,460
Πατροκλῆς (*),Iliad,16,463
Πατροκλῆς (*),Iliad,16,478
Πατροκλῆς (*),Iliad,16,480
Πατροκλῆς (*),Iliad,16,490
Πατροκλῆς (*),Iliad,16,543
Πατροκλῆς (*),Iliad,16,554
Πατροκλῆς (*),Iliad,16,581
Πατροκλῆς (*),Iliad,16,584
Πατροκλῆς (*),Iliad,16,647
Πατροκλῆς (*),Iliad,16,684
Πατροκλῆς (*),Iliad,16,693
Πατροκλῆς (*),Iliad,16,699
Πατροκλῆς (*),Iliad,16,703
Πατροκλῆς (*),Iliad,16,707
Πατροκλῆς (*),Iliad,16,710
Πατροκλῆς (*),Iliad,16,724
Πατροκλῆς (*),Iliad,16,732
Πατροκλῆς (*),Iliad,16,733
Πατροκλῆς (*),Iliad,16,744
Πατροκλῆς (*),Iliad,16,754
Πατροκλῆς (*),Iliad,16,760
Πατροκλῆς (*),Iliad,16,763
Πατροκλῆς (*),Iliad,16,783
Πατροκλῆς (*),Iliad,16,812
Πατροκλῆς (*),Iliad,16,815
Πατροκλῆς (*),Iliad,16,816
Πατροκλῆς (*),Iliad,16,818
Πατροκλῆς (*),Iliad,16,830
Πατροκλῆς (*),Iliad,16,839
Πατροκλῆς (*),Iliad,16,843
Πατροκλῆς (*),Iliad,16,859
Πατροκλῆς (*),Iliad,19,4
Πατροκλῆς (*),Iliad,19,38
Πατροκλῆς (*),Iliad,19,283
Πατροκλῆς (*),Iliad,19,287
Πατροκλῆς (*),Iliad,19,302
Πατροκλῆς (*),Iliad,19,402
Πατροκλῆς (*),Iliad,19,412
Πατροκλῆς (*),Iliad,17,2
Πατροκλῆς (*),Iliad,17,6
Πατροκλῆς (*),Iliad,17,10
Πατροκλῆς (*),Iliad,17,15
Πατροκλῆς (*),Iliad,17,80
Πατροκλῆς (*),Iliad,17,92
Πατροκλῆς (*),Iliad,17,113
Πατροκλῆς (*),Iliad,17,120
Πατροκλῆς (*),Iliad,17,125
Πατροκλῆς (*),Iliad,17,137
Πατροκλῆς (*),Iliad,17,159
Πατροκλῆς (*),Iliad,17,183
Πατροκλῆς (*),Iliad,17,187
Πατροκλῆς (*),Iliad,17,229
Πατροκλῆς (*),Iliad,17,240
Πατροκλῆς (*),Iliad,17,255
Πατροκλῆς (*),Iliad,17,286
Πατροκλῆς (*),Iliad,17,399
Πατροκλῆς (*),Iliad,17,341
Πατροκλῆς (*),Iliad,17,355
Πατροκλῆς (*),Iliad,17,379
Πατροκλῆς (*),Iliad,17,400
Πατροκλῆς (*),Iliad,17,402
Πατροκλῆς (*),Iliad,17,477
Πατροκλῆς (*),Iliad,17,543
Πατροκλῆς (*),Iliad,17,564
Πατροκλῆς (*),Iliad,17,574
Πατροκλῆς (*),Iliad,17,665
Πατροκλῆς (*),Iliad,17,670
Πατροκλῆς (*),Iliad,17,690
Πατροκλῆς (*),Iliad,17,706
Πατροκλῆς (*),Iliad,18,20
Πατροκλῆς (*),Iliad,18,28
Πατροκλῆς (*),Iliad,18,81
Πατροκλῆς (*),Iliad,18,93
Πατροκλῆς (*),Iliad,18,102
Πατροκλῆς (*),Iliad,18,151
Πατροκλῆς (*),Iliad,18,171
Πατροκλῆς (*),Iliad,18,179
Πατροκλῆς (*),Iliad,18,195
Πατροκλῆς (*),Iliad,18,232
Πατροκλῆς (*),Iliad,18,315
Πατροκλῆς (*),Iliad,18,333
Πατροκλῆς (*),Iliad,18,345
Πατροκλῆς (*),Iliad,18,355
Πατροκλῆς (*),Iliad,18,451
Πατροκλῆς (*),Iliad,22,323
Πατροκλῆς (*),Iliad,21,28
Πατροκλῆς (*),Iliad,21,134
Πατροκλῆς (*),Iliad,23,9
Πατροκλῆς (*),Iliad,23,18
Πατροκλῆς (*),Iliad,23,45
Πατροκλῆς (*),Iliad,23,65
Πατροκλῆς (*),Iliad,23,105
Πατροκλῆς (*),Iliad,23,126
Πατροκλῆς (*),Iliad,23,134
Πατροκλῆς (*),Iliad,23,151
Πατροκλῆς (*),Iliad,23,179
Πατροκλῆς (*),Iliad,23,192
Πατροκλῆς (*),Iliad,23,211
Πατροκλῆς (*),Iliad,23,221
Πατροκλῆς (*),Iliad,23,239
Πατροκλῆς (*),Iliad,23,619
Πατροκλῆς (*),Iliad,23,747
Πατροκλῆς (*),Iliad,23,776
Πατροκλῆς (*),Iliad,23,800
Πατροκλῆς (*),Iliad,24,6
Πατροκλῆς (*),Iliad,24,512
Πατροκλῆς (*),Iliad,24,575
Πατροκλῆς (*),Iliad,24,592
Πατροκλῆς (*),Iliad,24,756
Πατροκλῆς (*),Iliad,8,476
πεμπώβολον,Iliad,1,463
πενταέτηρος,Iliad,2,403
πενταέτηρος,Iliad,7,315
πεντήκοντα,Iliad,24,495
πεντηκοντόγυος,Iliad,9,579
Περίβοιος (*),Iliad,21,142
περιγλαγής,Iliad,16,642
περιδέξιος,Iliad,21,163
περικαλλής,Iliad,3,262
περικαλλής,Iliad,3,312
περικαλλής,Iliad,3,396
περικαλλής,Iliad,3,421
περικαλλής,Iliad,4,486
περικαλλής,Iliad,5,20
περικαλλής,Iliad,5,389
περικαλλής,Iliad,5,693
περικαλλής,Iliad,6,242
περικαλλής,Iliad,6,321
περικαλλής,Iliad,8,238
περικαλλής,Iliad,8,249
περικαλλής,Iliad,9,578
περικαλλής,Iliad,11,632
περικαλλής,Iliad,16,85
περικαλλής,Iliad,17,436
περικαλλής,Iliad,23,897
περικαλλής,Iliad,24,229
περικαλλής,Iliad,24,234
περιμήκης,Iliad,13,63
περιπευκής,Iliad,11,845
περιφραδής,Iliad,7,318
περίφρων,Iliad,5,412
περιωπή,Iliad,14,8
Πόδαργος,Iliad,23,295
Πόδαργος (*),Iliad,16,150
Πόδαργος (*),Iliad,19,400
ποδάρκης,Iliad,18,181
